,과속방지턱관리번호,시도명,시군구명,도로명,소재지도로명주소,소재지지번주소,설치장소,과속방지턱재료,과속방지턱형태구분,과속방지턱높이,과속방지턱폭,과속방지턱연장,도로유형구분,규격여부,위도,경도,보차분리여부,연속형여부,과속방지턱설치년도,관리기관명,관리기관전화번호,데이터기준일자,제공기관코드,제공기관명
3499,82000174,서울특별시,강동구,성안로3길,서울특별시 강동구 성내로10길 9-6,서울특별시 강동구 성내동 560-9,서울특별시 강동구 성내로10길 9-6,99,3,10.0,390.0,380,2,Y,37.5282292,127.1249365,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3500,82000175,서울특별시,강동구,성내로6가길,서울특별시 강동구 성내로6가길 48,서울특별시 강동구 성내동 462,서울특별시 강동구 성내로6가길 48,99,3,10.0,380.0,320,2,Y,37.5270396,127.1245363,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3501,82000176,서울특별시,강동구,성내로6가길,서울특별시 강동구 성내로6가길 11,서울특별시 강동구 성내동 456-12,서울특별시 강동구 성내로6가길 11,99,3,10.0,380.0,270,2,Y,37.5279654,127.1230094,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3502,82000177,서울특별시,강동구,성내로8길,서울특별시 강동구 성내로 32,서울특별시 강동구 성내동 550,서울특별시 강동구 성내로 32,99,3,10.0,390.0,660,1,Y,37.5291389,127.1237922,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3503,82000178,서울특별시,강동구,성내로8길,서울특별시 강동구 성내로8길 9-6,서울특별시 강동구 성내동 557-9,서울특별시 강동구 성내로8길 9-6,99,3,10.0,390.0,630,1,Y,37.5287763,127.1237376,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3504,82000179,서울특별시,강동구,성내로6길,서울특별시 강동구 성내로6길 14-13,서울특별시 강동구 성내동 555-1,서울특별시 강동구 성내로6길 14-13,99,3,10.0,380.0,510,2,Y,37.5295435,127.1220881,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3505,82000451,서울특별시,강동구,양재대로122가길,서울특별시 강동구 양재대로122가길 70,서울특별시 강동구 명일동 352-3,서울특별시 강동구 양재대로122가길 70,1,1,10.0,360.0,400,2,Y,37.54514546,127.1436379,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3506,82000452,서울특별시,강동구,천중로51길,서울특별시 강동구 천중로51길 87,서울특별시 강동구 명일동 351-29,서울특별시 강동구 천중로51길 87,1,1,10.0,360.0,390,2,Y,37.5446715,127.1450922,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3507,82000453,서울특별시,강동구,상암로,서울특별시 강동구 상암로 210-33,서울특별시 강동구 명일동 268-18,서울특별시 강동구 상암로 210-33,1,1,10.0,360.0,390,2,Y,37.5450237,127.1458226,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3508,82000454,서울특별시,강동구,양재대로130길,서울특별시 강동구 양재대로130길 48,서울특별시 강동구 명일동 263-2,서울특별시 강동구 양재대로130길 48,1,1,10.0,340.0,440,2,Y,37.5455519,127.1458494,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3509,82000455,서울특별시,강동구,상암로,서울특별시 강동구 상암로 210,서울특별시 강동구 명일동 347-3,서울특별시 강동구 상암로 210,1,1,10.0,360.0,310,2,Y,37.5462623,127.1457746,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3510,82000456,서울특별시,강동구,양재대로130길,"서울특별시 강동구 양재대로130길 41 (명일동, 명성부목사관사택)",서울특별시 강동구 명일동 347-5,"서울특별시 강동구 양재대로130길 41 (명일동, 명성부목사관사택)",1,1,10.0,360.0,330,2,Y,37.5459857,127.1454043,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3511,82000457,서울특별시,강동구,양재대로130길,"서울특별시 강동구 양재대로130길 13 (명일동, 다성이즈빌)",서울특별시 강동구 명일동 346-10,"서울특별시 강동구 양재대로130길 13 (명일동, 다성이즈빌)",1,1,10.0,360.0,280,2,Y,37.5459037,127.1439103,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3512,82000458,서울특별시,강동구,양재대로,서울특별시 강동구 양재대로 1574,서울특별시 강동구 명일동 346-7,서울특별시 강동구 양재대로 1574,1,1,10.0,360.0,440,2,Y,37.5458927,127.1433955,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3513,82000459,서울특별시,강동구,상암로49길,서울특별시 강동구 상암로49길 12,서울특별시 강동구 명일동 343-1,서울특별시 강동구 상암로49길 12,1,1,10.0,380.0,660,1,Y,37.5469404,127.1449746,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3514,82000460,서울특별시,강동구,상암로49길,"서울특별시 강동구 상암로49길 12-8 (명일동, 동은아파트)",서울특별시 강동구 명일동 343-10,"서울특별시 강동구 상암로49길 12-8 (명일동, 동은아파트)",1,1,10.0,360.0,720,1,Y,37.5468983,127.1453837,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3515,82000461,서울특별시,강동구,상암로49길,서울특별시 강동구 상암로49길 12-16,서울특별시 강동구 명일동 343-17,서울특별시 강동구 상암로49길 12-16,1,1,10.0,380.0,270,2,Y,37.5469873,127.1457278,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3516,82000462,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 20,서울특별시 강동구 명일동 344-11,서울특별시 강동구 양재대로134길 20,1,1,10.0,330.0,470,2,Y,37.5475358,127.1446962,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3517,82000463,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 11,서울특별시 강동구 명일동 336-17,서울특별시 강동구 양재대로134길 11,1,1,10.0,380.0,830,1,Y,37.5477611,127.1443372,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3518,82000464,서울특별시,강동구,상암로47길,서울특별시 강동구 상암로47길 17,서울특별시 강동구 명일동 345-10,서울특별시 강동구 상암로47길 17,1,1,10.0,360.0,660,1,Y,37.5472769,127.1439127,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3519,82000465,서울특별시,강동구,상암로47길,"서울특별시 강동구 상암로47길 33 (명일동, 해밀아파트)",서울특별시 강동구 명일동 335-12,"서울특별시 강동구 상암로47길 33 (명일동, 해밀아파트)",1,1,10.0,380.0,410,2,Y,37.5479487,127.1439921,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3520,82000466,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 41,서울특별시 강동구 명일동 338-19,서울특별시 강동구 양재대로134길 41,1,1,10.0,360.0,290,2,Y,37.5478059,127.1459154,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3521,82000467,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 43,서울특별시 강동구 명일동 338-18,서울특별시 강동구 양재대로134길 43,1,1,10.0,360.0,460,2,Y,37.5477869,127.1460322,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3522,82000468,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 49,서울특별시 강동구 명일동 339-21,서울특별시 강동구 양재대로134길 49,1,1,10.0,460.0,770,1,Y,37.5478195,127.1462966,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3523,82000469,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 51,서울특별시 강동구 명일동 339-28,서울특별시 강동구 양재대로134길 51,1,1,10.0,360.0,770,1,Y,37.5478209,127.1464924,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3524,82000470,서울특별시,강동구,양재대로134길,서울특별시 강동구 양재대로134길 55,서울특별시 강동구 명일동 339-27,서울특별시 강동구 양재대로134길 55,1,1,10.0,360.0,800,1,Y,37.547824,127.1466825,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3525,82000471,서울특별시,강동구,상암로51길,서울특별시 강동구 상암로51길 31,서울특별시 강동구 명일동 338-17,서울특별시 강동구 상암로51길 31,1,1,10.0,370.0,800,1,Y,37.5479429,127.1460496,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3526,82000472,서울특별시,강동구,상암로51길,"서울특별시 강동구 상암로51길 46 (명일동, 아름누리)",서울특별시 강동구 명일동 332-3,"서울특별시 강동구 상암로51길 46 (명일동, 아름누리)",1,1,10.0,360.0,450,2,Y,37.54851185,127.1463603,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3527,82000473,서울특별시,강동구,상암로51길,"서울특별시 강동구 상암로51길 54 (명일동, 명일엘지아파트)",서울특별시 강동구 명일동 332-1,"서울특별시 강동구 상암로51길 54 (명일동, 명일엘지아파트)",1,1,10.0,460.0,470,2,Y,37.5488601,127.1467895,N,Y,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
3902,2020-3000000-06-0082,서울특별시,종로구,평창25길 4,서울특별시 종로구 평창25길 4,,도로,1,01,7.5,200.0,5.6,01,Y,37.61015078,126.9748281,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
3931,2020-3000000-06-0082,서울특별시,종로구,청운동 7-4,서울특별시 종로구 청운동 7-4,,도로,1,01,7.5,200.0,12.1,01,Y,37.59072893,126.9663589,Y,Y,,서울특별시 종로구청,02-2148-3273,2020-07-02,3000000.0,서울특별시 종로구
4297,82000254,서울특별시,강동구,천호옛14길,서울특별시 강동구 천호옛12길 27,서울특별시 강동구 성내동 30-2,서울특별시 강동구 천호옛12길 27 놀이터앞,1,1,10.0,360.0,550,2,Y,37.53515247,127.1271452,N,N,2013,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4298,82000255,서울특별시,강동구,천호대로168길,서울특별시 강동구 천호대로168길 25,서울특별시 강동구 성내동 196-8,서울특별시 강동구 천호대로168길 25,1,1,10.0,360.0,610,1,Y,37.53468848,127.1328468,N,N,2014,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4299,82000256,서울특별시,강동구,양재대로103길,서울특별시 강동구 양재대로103길 68,서울특별시 강동구 성내동 199-24,서울특별시 강동구 양재대로103길 68,1,1,10.0,410.0,510,2,Y,37.5338956,127.1343022,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4300,82000257,서울특별시,강동구,성안로13길,서울특별시 강동구 성안로13길 65,서울특별시 강동구 성내동 256-1,서울특별시 강동구 성안로13길 65,1,1,10.0,360.0,610,1,Y,37.5320481,127.1287421,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4301,82000258,서울특별시,강동구,양재대로103길,서울특별시 강동구 양재대로103길 52,서울특별시 강동구 성내동 245-12,서울특별시 강동구 양재대로103길 52,1,1,10.0,390.0,600,1,Y,37.5336293,127.135095,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4302,82000259,서울특별시,강동구,천호대로176길,서울특별시 강동구 천호대로 1120,서울특별시 강동구 성내동 244-12,서울특별시 강동구 천호대로 1120,1,1,10.0,340.0,480,2,Y,37.534426,127.1356131,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4303,82000260,서울특별시,강동구,양재대로103길,서울특별시 강동구 양재대로103길 14,서울특별시 강동구 성내동 379-43,서울특별시 강동구 양재대로103길 14,1,1,10.0,570.0,860,1,Y,37.5330464,127.1370841,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4304,82000261,서울특별시,강동구,양재대로101길,서울특별시 강동구 양재대로101길 74,서울특별시 강동구 성내동 382-4,서울특별시 강동구 양재대로101길 74,1,1,10.0,360.0,300,2,Y,37.5330935,127.1336677,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4305,82000262,서울특별시,강동구,천호대로174길,서울특별시 강동구 천호대로174길 50,서울특별시 강동구 성내동 385-16,서울특별시 강동구 천호대로174길 50,1,1,10.0,360.0,300,2,Y,37.5327709,127.1339022,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4306,82000263,서울특별시,강동구,천호대로174길,서울특별시 강동구 천호대로174길 43,서울특별시 강동구 성내동 381-13,서울특별시 강동구 천호대로174길 43,1,1,10.0,380.0,310,2,Y,37.5329244,127.1341992,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4307,82000264,서울특별시,강동구,양재대로101길,서울특별시 강동구 양재대로101길 51,서울특별시 강동구 성내동 386-9,서울특별시 강동구 양재대로101길 51,1,1,10.0,330.0,270,2,Y,37.5326058,127.1348602,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4308,82000265,서울특별시,강동구,천호대로176길,서울특별시 강동구 천호대로176길 46,서울특별시 강동구 성내동 386-35,서울특별시 강동구 천호대로176길 46,1,1,10.0,380.0,470,2,Y,37.5324368,127.1355388,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4309,82000266,서울특별시,강동구,양재대로95길,서울특별시 강동구 양재대로95길 17,서울특별시 강동구 성내동 413-1,서울특별시 강동구 양재대로95길 17,1,1,10.0,420.0,470,2,Y,37.5301114,127.1358021,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4310,82000267,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 19,서울특별시 강동구 성내동 409-17,서울특별시 강동구 풍성로51길 19,1,1,10.0,360.0,300,2,Y,37.5308821,127.1329013,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4311,82000268,서울특별시,강동구,풍성로51길,서울특별시 강동구 양재대로95길 67,서울특별시 강동구 성내동 410,서울특별시 강동구 양재대로95길 67,1,1,10.0,380.0,470,2,Y,37.530865,127.1331492,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4312,82000269,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 20,서울특별시 강동구 성내동 410-32,서울특별시 강동구 풍성로51길 20,1,1,10.0,380.0,440,2,Y,37.5307485,127.1331155,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4313,82000270,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 30,서울특별시 강동구 성내동 405-6,서울특별시 강동구 풍성로51길 30,1,1,10.0,360.0,430,2,Y,37.5310503,127.1332229,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4314,82000271,서울특별시,강동구,풍성로51길,서울특별시 강동구 풍성로51길 44,서울특별시 강동구 성내동 405,서울특별시 강동구 풍성로51길 44,1,1,10.0,360.0,290,2,Y,37.5317282,127.1336427,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4315,82000272,서울특별시,강동구,양재대로97길,서울특별시 강동구 양재대로97길 33,서울특별시 강동구 성내동 404,서울특별시 강동구 양재대로97길 33,1,1,10.0,360.0,300,2,Y,37.5313305,127.1353139,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4316,82000273,서울특별시,강동구,양재대로97길,서울특별시 강동구 양재대로97길 30,서울특별시 강동구 성내동 388-21,서울특별시 강동구 양재대로97길 30,1,1,10.0,440.0,310,2,Y,37.5314353,127.1355922,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4317,82000274,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 39,서울특별시 강동구 성내동 405-48,서울특별시 강동구 풍성로53길 39,1,1,10.0,360.0,450,2,Y,37.5311533,127.134739,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4318,82000275,서울특별시,강동구,풍성로53길,서울특별시 강동구 풍성로53길 27,서울특별시 강동구 성내동 405-45,서울특별시 강동구 풍성로53길 27,1,1,10.0,360.0,330,2,Y,37.5307376,127.134333,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
4319,82000276,서울특별시,강동구,풍성로55길,서울특별시 강동구 풍성로55길 16,서울특별시 강동구 성내동 413-4,서울특별시 강동구 풍성로55길 16,1,1,10.0,400.0,480,2,Y,37.5298627,127.1355673,N,N,2009,서울특별시 강동구청,02-3425-6352,2020-09-11,3240000.0,서울특별시 강동구
